,Name,Composer,Name
2365,Voce Nao Entende Nada - Cotidiano,,Latin
2366,O Estrangeiro,,Latin
2367,Menino Do Rio,,Latin
2368,Qualquer Coisa,,Latin
2369,Sampa,,Latin
2370,Queixa,,Latin
2371,O Leaozinho,,Latin
2372,Fora Da Ordem,,Latin
2373,Terra,,Latin
2374,"Alegria, Alegria",,Latin
2375,Imperatriz,Guga/Marquinho Lessa/Tuninho Professor,Latin
2376,Beija-Flor,Caruso/Cleber/Deo/Osmar,Latin
2377,Viradouro,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,Latin
2378,Mocidade,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",Latin
2379,Unidos Da Tijuca,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",Latin
2380,Salgueiro,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",Latin
2381,Mangueira,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,Latin
2382,União Da Ilha,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",Latin
2383,Grande Rio,Carlos Santos/Ciro/Claudio Russo/Zé Luiz,Latin
2384,Portela,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,Latin
2385,Caprichosos,Gule/Jorge 101/Lequinho/Luiz Piao,Latin
2386,Tradição,Adalto Magalha/Lourenco,Latin
2387,Império Serrano,Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao,Latin
2388,Tuiuti,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",Latin
2389,Solução,,Latin
2390,Manuel,,Latin
2391,Entre E Ouça,,Latin
2392,Um Contrato Com Deus,,Latin
2393,Um Jantar Pra Dois,,Latin
2394,Vamos Dançar,,Latin
2395,Um Love,,Latin
2396,Seis Da Tarde,,Latin
2397,Baixo Rio,,Latin
2398,Sombras Do Meu Destino,,Latin
2399,Do You Have Other Loves?,,Latin
2400,Agora Que O Dia Acordou,,Latin
2401,Já!!!,,Latin
2402,A Rua,,Latin
2403,Linha de Passe (João Bosco),,Latin
2404,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,Latin
2405,Chão de Giz (Elba Ramalho),,Latin
2406,Marina (Dorival Caymmi),,Latin
2407,Aquarela (Toquinho),,Latin
2408,Coração do Agreste (Fafá de Belém),,Latin
2409,Dona (Roupa Nova),,Latin
2410,Começaria Tudo Outra Vez (Maria Creuza),,Latin
2411,Caçador de Mim (Sá & Guarabyra),,Latin
2412,Romaria (Renato Teixeira),,Latin
2413,As Rosas Não Falam (Beth Carvalho),,Latin
2414,Wave (Os Cariocas),,Latin
2415,Garota de Ipanema (Dick Farney),,Latin
2416,Preciso Apender a Viver Só (Maysa),,Latin
2417,Gatas Extraordinárias,,Latin
2418,Brasil,,Latin
2419,Eu Sou Neguinha (Ao Vivo),,Latin
2420,Geração Coca-Cola (Ao Vivo),,Latin
2421,Lanterna Dos Afogados,,Latin
2422,Coroné Antonio Bento,,Latin
2423,"Você Passa, Eu Acho Graça (Ao Vivo)",,Latin
2424,Meu Mundo Fica Completo (Com Você),,Latin
2425,1° De Julho,,Latin
2426,Música Urbana 2,,Latin
2427,Vida Bandida (Ao Vivo),,Latin
2428,Palavras Ao Vento,,Latin
2429,Não Sei O Que Eu Quero Da Vida,,Latin
2430,Woman Is The Nigger Of The World (Ao Vivo),,Latin
2431,Juventude Transviada (Ao Vivo),,Latin
2432,Malandragem,,Latin
2433,O Segundo Sol,,Latin
2434,Smells Like Teen Spirit (Ao Vivo),,Latin
2435,E.C.T.,,Latin
2436,Todo Amor Que Houver Nesta Vida,,Latin
2437,Metrô. Linha 743,,Latin
2438,Nós (Ao Vivo),,Latin
2439,Na Cadência Do Samba,,Latin
2440,Admirável Gado Novo,,Latin
2441,Eleanor Rigby,,Latin
2442,Socorro,,Latin
2443,Blues Da Piedade,,Latin
2444,Rubens,,Latin
2445,Não Deixe O Samba Morrer - Cassia Eller e Alcione,,Latin
2446,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,Latin
2447,Pétala,,Latin
2448,Meu Bem-Querer,,Latin
2449,Cigano,,Latin
2450,Boa Noite,,Latin
2451,Fato Consumado,,Latin
2452,Faltando Um Pedaço,,Latin
2453,Álibi,,Latin
2454,Esquinas,,Latin
2455,Se...,,Latin
2456,Eu Te Devoro,,Latin
2457,Lilás,,Latin
2458,Acelerou,,Latin
2459,Um Amor Puro,,Latin
2460,Samurai,Djavan,Latin
2461,Nem Um Dia,Djavan,Latin
2462,Oceano,Djavan,Latin
2463,Açai,Djavan,Latin
2464,Serrado,Djavan,Latin
2465,Flor De Lis,Djavan,Latin
2466,Amar É Tudo,Djavan,Latin
2467,Azul,Djavan,Latin
2468,Seduzir,Djavan,Latin
2469,A Carta,"Djavan - Gabriel, O Pensador",Latin
2470,Sina,Djavan,Latin
2471,Acelerou,Djavan,Latin
2472,Um Amor Puro,Djavan,Latin
2473,O Bêbado e a Equilibrista,,Latin
2474,O Mestre-Sala dos Mares,,Latin
2475,Atrás da Porta,,Latin
2476,"Dois Pra Lá, Dois Pra Cá",,Latin
2477,Casa no Campo,,Latin
2478,Romaria,,Latin
2479,"Alô, Alô, Marciano",,Latin
2480,Me Deixas Louca,,Latin
2481,Fascinação,,Latin
2482,Saudosa Maloca,,Latin
2483,As Aparências Enganam,,Latin
2484,Madalena,,Latin
2485,Maria Rosa,,Latin
2486,Aprendendo A Jogar,,Latin
2487,Deixa Entrar,,Latin
2488,Falamansa Song,,Latin
2489,Xote Dos Milagres,,Latin
2490,Rindo À Toa,,Latin
2491,Confidência,,Latin
2492,Forró De Tóquio,,Latin
2493,Zeca Violeiro,,Latin
2494,Avisa,,Latin
2495,Principiando/Decolagem,,Latin
2496,Asas,,Latin
2497,Medo De Escuro,,Latin
2498,Oração,,Latin
2499,Minha Gata,,Latin
2500,Desaforo,,Latin
2501,Entrando Na Sua (Intro),,Latin
2502,Nervosa,,Latin
2503,Funk De Bamba (Com Fernanda Abreu),,Latin
2504,Call Me At Cleo´s,,Latin
2505,Olhos Coloridos (Com Sandra De Sá),,Latin
2506,Zambação,,Latin
2507,Funk Hum,,Latin
2508,Forty Days (Com DJ Hum),,Latin
2509,Balada Da Paula,Emerson Villani,Latin
2510,Dujji,,Latin
2511,Meu Guarda-Chuva,,Latin
2512,Motéis,,Latin
2513,Whistle Stop,,Latin
2514,16 Toneladas,,Latin
2515,Divirta-Se (Saindo Da Sua),,Latin
2516,Forty Days Instrumental,,Latin
2517,Introdução (Live),,Latin
2518,Palco (Live),,Latin
2519,Is This Love (Live),,Latin
2520,Stir It Up (Live),,Latin
2521,Refavela (Live),,Latin
2522,Vendedor De Caranguejo (Live),,Latin
2523,Quanta (Live),,Latin
2524,Estrela (Live),,Latin
2525,Pela Internet (Live),,Latin
2526,Cérebro Eletrônico (Live),,Latin
2527,Opachorô (Live),,Latin
2528,Copacabana (Live),,Latin
2529,A Novidade (Live),,Latin
2530,Ghandi (Live),,Latin
2531,De Ouro E Marfim (Live),,Latin
2532,A Novidade,Gilberto Gil,Latin
2533,Tenho Sede,Gilberto Gil,Latin
2534,Refazenda,Gilberto Gil,Latin
2535,Realce,Gilberto Gil,Latin
2536,Esotérico,Gilberto Gil,Latin
2537,Drão,Gilberto Gil,Latin
2538,A Paz,Gilberto Gil,Latin
2539,Beira Mar,Gilberto Gil,Latin
2540,Sampa,Gilberto Gil,Latin
2541,Parabolicamará,Gilberto Gil,Latin
2542,Tempo Rei,Gilberto Gil,Latin
2543,Expresso 2222,Gilberto Gil,Latin
2544,Aquele Abraço,Gilberto Gil,Latin
2545,Palco,Gilberto Gil,Latin
2546,Toda Menina Baiana,Gilberto Gil,Latin
2547,Sítio Do Pica-Pau Amarelo,Gilberto Gil,Latin
2548,Engenho De Dentro,,Latin
2549,Alcohol,,Latin
2550,Mama Africa,,Latin
2551,Salve Simpatia,,Latin
2552,W/Brasil (Chama O Síndico),,Latin
2553,País Tropical,,Latin
2554,Os Alquimistas Estão Chegando,,Latin
2555,Charles Anjo 45,,Latin
2556,Selassiê,,Latin
2557,Menina Sarará,,Latin
2558,Que Maravilha,,Latin
2559,Santa Clara Clareou,,Latin
2560,Filho Maravilha,,Latin
2561,Taj Mahal,,Latin
2562,Rapidamente,,Latin
2563,As Dores do Mundo,Hyldon,Latin
2564,Vou Pra Ai,,Latin
2565,My Brother,,Latin
2566,Há Quanto Tempo,,Latin
2567,Vício,,Latin
2568,Encontrar Alguém,Marco Tulio Lara/Rogerio Flausino,Latin
2569,Dance Enquanto é Tempo,,Latin
2570,A Tarde,,Latin
2571,Always Be All Right,,Latin
2572,Sem Sentido,,Latin
2573,Onibusfobia,,Latin
2574,Natália,Renato Russo,Latin
2575,L'Avventura,Renato Russo,Latin
2576,Música De Trabalho,Renato Russo,Latin
2577,Longe Do Meu Lado,Renato Russo - Marcelo Bonfá,Latin
2578,A Via Láctea,Renato Russo,Latin
2579,Música Ambiente,Renato Russo,Latin
2580,Aloha,Renato Russo,Latin
2581,Soul Parsifal,Renato Russo - Marisa Monte,Latin
2582,Dezesseis,Renato Russo,Latin
2583,Mil Pedaços,Renato Russo,Latin
2584,Leila,Renato Russo,Latin
2585,1º De Julho,Renato Russo,Latin
2586,Esperando Por Mim,Renato Russo,Latin
2587,Quando Você Voltar,Renato Russo,Latin
2588,O Livro Dos Dias,Renato Russo,Latin
2589,Será,Dado Villa-Lobos/Marcelo Bonfá,Latin
2590,Ainda É Cedo,Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá,Latin
2591,Geração Coca-Cola,Renato Russo,Latin
2592,Eduardo E Mônica,Renato Russo,Latin
2593,Tempo Perdido,Renato Russo,Latin
2594,Indios,Renato Russo,Latin
2595,Que País É Este,Renato Russo,Latin
2596,Faroeste Caboclo,Renato Russo,Latin
2597,Há Tempos,Dado Villa-Lobos/Marcelo Bonfá,Latin
2598,Pais E Filhos,Dado Villa-Lobos/Marcelo Bonfá,Latin
2599,Meninos E Meninas,Dado Villa-Lobos/Marcelo Bonfá,Latin
2600,Vento No Litoral,Dado Villa-Lobos/Marcelo Bonfá,Latin
2601,Perfeição,Dado Villa-Lobos/Marcelo Bonfá,Latin
2602,Giz,Dado Villa-Lobos/Marcelo Bonfá,Latin
2603,Dezesseis,Dado Villa-Lobos/Marcelo Bonfá,Latin
2604,Antes Das Seis,Dado Villa-Lobos,Latin
2605,Assim Caminha A Humanidade,,Latin
2606,Honolulu,,Latin
2607,Dancin´Days,,Latin
2608,Um Pro Outro,,Latin
2609,Aviso Aos Navegantes,,Latin
2610,Casa,,Latin
2611,Condição,,Latin
2612,Hyperconectividade,,Latin
2613,O Descobridor Dos Sete Mares,,Latin
2614,Satisfação,,Latin
2615,Brumário,,Latin
2616,Um Certo Alguém,,Latin
2617,Fullgás,,Latin
2618,Sábado À Noite,,Latin
2619,A Cura,,Latin
2620,Aquilo,,Latin
2621,Atrás Do Trio Elétrico,,Latin
2622,Senta A Pua,,Latin
2623,Ro-Que-Se-Da-Ne,,Latin
2624,Tudo Bem,,Latin
2625,Toda Forma De Amor,,Latin
2626,Tudo Igual,,Latin
2627,Fogo De Palha,,Latin
2628,Sereia,,Latin
2629,Assaltaram A Gramática,,Latin
2630,Se Você Pensa,,Latin
2631,Lá Vem O Sol (Here Comes The Sun),,Latin
2632,O Último Romântico (Ao Vivo),,Latin
2633,Arrepio,Carlinhos Brown,Latin
2634,Magamalabares,Carlinhos Brown,Latin
2635,Chuva No Brejo,Morais,Latin
2636,Cérebro Eletrônico,Gilberto Gil,Latin
2637,Tempos Modernos,Lulu Santos,Latin
2638,Maraçá,Carlinhos Brown,Latin
2639,Blanco,Marisa Monte/poema de Octavio Paz/versão: Haroldo de Campos,Latin
2640,Panis Et Circenses,Caetano Veloso e Gilberto Gil,Latin
2641,De Noite Na Cama,Caetano Veloso e Gilberto Gil,Latin
2642,Beija Eu,Caetano Veloso e Gilberto Gil,Latin
2643,Give Me Love,Caetano Veloso e Gilberto Gil,Latin
2644,Ainda Lembro,Caetano Veloso e Gilberto Gil,Latin
2645,A Menina Dança,Caetano Veloso e Gilberto Gil,Latin
2646,Dança Da Solidão,Caetano Veloso e Gilberto Gil,Latin
2647,Ao Meu Redor,Caetano Veloso e Gilberto Gil,Latin
2648,Bem Leve,Caetano Veloso e Gilberto Gil,Latin
2649,Segue O Seco,Caetano Veloso e Gilberto Gil,Latin
2650,O Xote Das Meninas,Caetano Veloso e Gilberto Gil,Latin
2651,Coração De Estudante,"Wagner Tiso, Milton Nascimento",Latin
2652,A Noite Do Meu Bem,Dolores Duran,Latin
2653,Paisagem Na Janela,"Lô Borges, Fernando Brant",Latin
2654,Cuitelinho,Folclore,Latin
2655,Caxangá,"Milton Nascimento, Fernando Brant",Latin
2656,Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",Latin
2657,Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",Latin
2658,Brasil,"Milton Nascimento, Fernando Brant",Latin
2659,Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",Latin
2660,Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",Latin
2661,Solar,"Milton Nascimento, Fernando Brant",Latin
2662,Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",Latin
2663,"Maria, Maria","Milton Nascimento, Fernando Brant",Latin
2664,Minas,"Milton Nascimento, Caetano Veloso",Latin
2665,"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",Latin
2666,Beijo Partido,Toninho Horta,Latin
2667,Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",Latin
2668,Gran Circo,"Milton Nascimento, Márcio Borges",Latin
2669,Ponta de Areia,"Milton Nascimento, Fernando Brant",Latin
2670,Trastevere,"Milton Nascimento, Ronaldo Bastos",Latin
2671,Idolatrada,"Milton Nascimento, Fernando Brant",Latin
2672,Leila (Venha Ser Feliz),Milton Nascimento,Latin
2673,Paula E Bebeto,"Milton Nascimento, Caetano Veloso",Latin
2674,Simples,Nelson Angelo,Latin
2675,Norwegian Wood,"John Lennon, Paul McCartney",Latin
2676,Caso Você Queira Saber,"Beto Guedes, Márcio Borges",Latin
2677,Requebra,,Latin
2678,Nossa Gente (Avisa Là),,Latin
2679,Olodum - Alegria Geral,,Latin
2680,Madagáscar Olodum,,Latin
2681,Faraó Divindade Do Egito,,Latin
2682,Todo Amor (Asas Da Liberdade),,Latin
2683,Denúncia,,Latin
2684,"Olodum, A Banda Do Pelô",,Latin
2685,Cartao Postal,,Latin
2686,Jeito Faceiro,,Latin
2687,Revolta Olodum,,Latin
2688,Reggae Odoyá,,Latin
2689,Protesto Do Olodum (Ao Vivo),,Latin
2690,Olodum - Smile (Instrumental),,Latin
2691,Vulcão Dub - Fui Eu,Bi Ribeira/Herbert Vianna/João Barone,Latin
2692,O Trem Da Juventude,Herbert Vianna,Latin
2693,Manguetown,Chico Science/Dengue/Lúcio Maia,Latin
2694,"Um Amor, Um Lugar",Herbert Vianna,Latin
2695,Bora-Bora,Herbert Vianna,Latin
2696,Vai Valer,Herbert Vianna,Latin
2697,I Feel Good (I Got You) - Sossego,James Brown/Tim Maia,Latin
2698,Uns Dias,Herbert Vianna,Latin
2699,Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,Latin
2700,Meu Erro,Herbert Vianna,Latin
2701,Selvagem,Bi Ribeiro/Herbert Vianna/João Barone,Latin
2702,Brasília 5:31,Herbert Vianna,Latin
2703,Tendo A Lua,Herbert Vianna/Tet Tillett,Latin
2704,Que País É Este,Renato Russo,Latin
2705,Navegar Impreciso,Herbert Vianna,Latin
2706,Feira Moderna,Beto Guedes/Fernando Brant/L Borges,Latin
2707,Tequila - Lourinha Bombril (Parate Y Mira),Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,Latin
2708,Vamo Batê Lata,Herbert Vianna,Latin
2709,Life During Wartime,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,Latin
2710,Nebulosa Do Amor,Herbert Vianna,Latin
2711,Caleidoscópio,Herbert Vianna,Latin
2712,Trac Trac,Fito Paez/Herbert Vianna,Latin
2713,Tendo A Lua,Herbert Vianna/Tetê Tillet,Latin
2714,Mensagen De Amor (2000),Herbert Vianna,Latin
2715,Lourinha Bombril,Bahiano/Diego Blanco/Herbert Vianna,Latin
2716,La Bella Luna,Herbert Vianna,Latin
2717,Busca Vida,Herbert Vianna,Latin
2718,Uma Brasileira,Carlinhos Brown/Herbert Vianna,Latin
2719,Luis Inacio (300 Picaretas),Herbert Vianna,Latin
2720,Saber Amar,Herbert Vianna,Latin
2721,Ela Disse Adeus,Herbert Vianna,Latin
2722,O Amor Nao Sabe Esperar,Herbert Vianna,Latin
2723,Aonde Quer Que Eu Va,Herbert Vianna/Paulo Sérgio Valle,Latin
2724,Caleidoscópio,,Latin
2725,Óculos,,Latin
2726,Cinema Mudo,,Latin
2727,Alagados,,Latin
2728,Lanterna Dos Afogados,,Latin
2729,Melô Do Marinheiro,,Latin
2730,Vital E Sua Moto,,Latin
2731,O Beco,,Latin
2732,Meu Erro,,Latin
2733,Perplexo,,Latin
2734,Me Liga,,Latin
2735,Quase Um Segundo,,Latin
2736,Selvagem,,Latin
2737,Romance Ideal,,Latin
2738,Será Que Vai Chover?,,Latin
2739,SKA,,Latin
2740,Primavera,Genival Cassiano/Silvio Rochael,Latin
2741,Chocolate,Tim Maia,Latin
2742,Azul Da Cor Do Mar,Tim Maia,Latin
2743,O Descobridor Dos Sete Mares,Gilson Mendonça/Michel,Latin
2744,Até Que Enfim Encontrei Você,Tim Maia,Latin
2745,Coroné Antonio Bento,"Do Vale, João/Luiz Wanderley",Latin
2746,New Love,Tim Maia,Latin
2747,Não Vou Ficar,Tim Maia,Latin
2748,Música No Ar,Tim Maia,Latin
2749,Salve Nossa Senhora,Carlos Imperial/Edardo Araújo,Latin
2750,Você Fugiu,Genival Cassiano,Latin
2751,Cristina Nº 2,Carlos Imperial/Tim Maia,Latin
2752,Compadre,Tim Maia,Latin
2753,Over Again,Tim Maia,Latin
2754,Réu Confesso,Tim Maia,Latin
2755,O Que Me Importa,,Latin
2756,Gostava Tanto De Você,,Latin
2757,Você,,Latin
2758,Não Quero Dinheiro,,Latin
2759,Eu Amo Você,,Latin
2760,A Festa Do Santo Reis,,Latin
2761,I Don't Know What To Do With Myself,,Latin
2762,Padre Cícero,,Latin
2763,Nosso Adeus,,Latin
2764,Canário Do Reino,,Latin
2765,Preciso Ser Amado,,Latin
2766,Balanço,,Latin
2767,Preciso Aprender A Ser Só,,Latin
2768,Esta É A Canção,,Latin
2769,Formigueiro,,Latin
2770,Pela Luz Dos Olhos Teus,,Latin
2771,A Bencao E Outros,,Latin
2772,Tudo Na Mais Santa Paz,,Latin
2773,O Velho E Aflor,,Latin
2774,Cotidiano N 2,,Latin
2775,Adeus,,Latin
2776,Samba Pra Endrigo,,Latin
2777,So Por Amor,,Latin
2778,Meu Pranto Rolou,,Latin
2779,Mulher Carioca,,Latin
2780,Um Homem Chamado Alfredo,,Latin
2781,Samba Do Jato,,Latin
2782,"Oi, La",,Latin
2783,"Vinicius, Poeta Do Encontro",,Latin
2784,Soneto Da Separacao,,Latin
2785,Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,Latin
2786,Posso Até Me Apaixonar,Dudu Nobre,Latin
2787,Não Sou Mais Disso,Jorge Aragão/Zeca Pagodinho,Latin
2788,Vivo Isolado Do Mundo,Alcides Dias Lopes,Latin
2789,Coração Em Desalinho,Mauro Diniz/Ratino Sigem,Latin
2790,Seu Balancê,Paulinho Rezende/Toninho Geraes,Latin
2791,Vai Adiar,Alcino Corrêa/Monarco,Latin
2792,Rugas,Augusto Garcez/Nelson Cavaquinho,Latin
2793,Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,"Arlindo Cruz/Franco/Marquinhos PQD/Negro, Jovelina Pérolo/Zeca Pagodinho",Latin
2794,Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,Latin
2795,Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,Latin
2796,Papel Principal,Almir Guineto/Dedé Paraiso/Luverci Ernesto,Latin
2797,Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,Latin
2798,Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",Latin
2799,Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,Latin
2800,Minha Fé,Murilão,Latin
2801,Lua de Ogum,Ratinho/Zeca Pagodinho,Latin
2802,Samba pras moças,Grazielle/Roque Ferreira,Latin
2803,Verdade,Carlinhos Santana/Nelson Rufino,Latin
2804,Muita Bobeira,Luciana Souza,Latin
2805,Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,Reggae
2806,A Sombra Da Maldade,Da Gama/Toni Garrido,Reggae
2807,Johnny B. Goode,Chuck Berry,Reggae
2808,Soldado Da Paz,Herbert Vianna,Reggae
2809,Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,Reggae
2810,Extra,Gilberto Gil,Reggae
2811,O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,Reggae
2812,Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,Reggae
2813,A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,Reggae
2814,Berlim,Da Gama/Toni Garrido,Reggae
2815,Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,Reggae
2816,Onde Você Mora?,Marisa Monte/Nando Reis,Reggae
2817,Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,Reggae
2818,Conciliação,Da Gama/Lazão/Rás Bernardo,Reggae
2819,Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,Reggae
2820,Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,Reggae
2821,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,Reggae
2822,Onde Você Mora?,Marisa Monte/Nando Reis,Reggae
2823,O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,Reggae
2824,A Sombra Da Maldade,Da Gama/Toni Garrido,Reggae
2825,A Estrada,Da Gama/Lazao/Toni Garrido,Reggae
2826,Falar A Verdade,Bino/Da Gama/Ras Bernardo,Reggae
2827,Firmamento,Harry Lawes/Winston Foster-Vers,Reggae
2828,Pensamento,Bino/Da Gama/Ras Bernardo,Reggae
2829,Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,Reggae
2830,Doutor,Bino/Da Gama/Toni Garrido,Reggae
2831,Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,Reggae
2832,Downtown,Cidade Negra,Reggae
2833,Sábado A Noite,Lulu Santos,Reggae
2834,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazao,Reggae
2835,Eu Também Quero Beijar,Fausto Nilo/Moraes Moreira/Pepeu Gomes,Reggae
2836,Johnny B. Goode,,Reggae
2837,Don't Look Back,,Reggae
2838,Jah Seh No,,Reggae
2839,I'm The Toughest,,Reggae
2840,Nothing But Love,,Reggae
2841,Buk-In-Hamm Palace,,Reggae
2842,Bush Doctor,,Reggae
2843,Wanted Dread And Alive,,Reggae
2844,Mystic Man,,Reggae
2845,Coming In Hot,,Reggae
2846,Pick Myself Up,,Reggae
2847,Crystal Ball,,Reggae
2848,Equal Rights Downpresser Man,,Reggae
2849,Breakfast In Bed,,Reggae
2850,Where Did I Go Wrong,,Reggae
2851,I Would Do For You,,Reggae
2852,Homely Girl,,Reggae
2853,Here I Am (Come And Take Me),,Reggae
2854,Kingston Town,,Reggae
2855,Wear You To The Ball,,Reggae
2856,(I Can't Help) Falling In Love With You,,Reggae
2857,Higher Ground,,Reggae
2858,Bring Me Your Cup,,Reggae
2859,C'est La Vie,,Reggae
2860,Reggae Music,,Reggae
2861,Superstition,,Reggae
2862,Until My Dying Day,,Reggae
2863,"Dig-Dig, Lambe-Lambe (Ao Vivo)",Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,Pop
2864,Pererê,Augusto Conceição/Chiclete Com Banana,Pop
2865,TriboTchan,Cal Adan/Paulo Levi,Pop
2866,"Tapa Aqui, Descobre Ali",Paulo Levi/W. Rangel,Pop
2867,Daniela,Jorge Cardoso/Pierre Onasis,Pop
2868,Bate Lata,Fábio Nolasco/Gal Sales/Ivan Brasil,Pop
2869,Garotas do Brasil,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",Pop
2870,Levada do Amor (Ailoviu),Luiz Wanderley/Paulo Levi,Pop
2871,Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",Pop
2872,Reboladeira,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,Pop
2873,É que Nessa Encarnação Eu Nasci Manga,Lucina/Luli,Pop
2874,Reggae Tchan,"Cal Adan/Del Rey, Tension/Edu Casanova",Pop
2875,My Love,Jauperi/Zeu Góes,Pop
2876,Latinha de Cerveja,Adriano Bernandes/Edmar Neves,Pop
2877,Instant Karma,,Pop
2878,#9 Dream,,Pop
2879,Mother,,Pop
2880,Give Peace a Chance,,Pop
2881,Cold Turkey,,Pop
2882,Whatever Gets You Thru the Night,,Pop
2883,I'm Losing You,,Pop
2884,Gimme Some Truth,,Pop
2885,"Oh, My Love",,Pop
2886,Imagine,,Pop
2887,Nobody Told Me,,Pop
2888,Jealous Guy,,Pop
2889,Working Class Hero,,Pop
2890,Power to the People,,Pop
2891,Imagine,,Pop
2892,Beautiful Boy,,Pop
2893,Isolation,,Pop
2894,Watching the Wheels,,Pop
2895,Grow Old With Me,,Pop
2896,Gimme Some Truth,,Pop
2897,[Just Like] Starting Over,,Pop
2898,God,,Pop
2899,Real Love,,Pop
2900,Intro / Stronger Than Me,,Pop
2901,You Sent Me Flying / Cherry,,Pop
2902,F**k Me Pumps,Salaam Remi,Pop
2903,I Heard Love Is Blind,,Pop
2904,(There Is) No Greater Love (Teo Licks),Isham Jones & Marty Symes,Pop
2905,In My Bed,Salaam Remi,Pop
2906,Take the Box,Luke Smith,Pop
2907,October Song,Matt Rowe & Stefan Skarbek,Pop
2908,What Is It About Men,"Delroy ""Chris"" Cooper, Donovan Jackson, Earl Chinna Smith, Felix Howard, Gordon Williams, Luke Smith, Paul Watson & Wilburn Squiddley Cole",Pop
2909,Help Yourself,"Freddy James, Jimmy hogarth & Larry Stock",Pop
2910,Amy Amy Amy (Outro),"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",Pop
2911,Vai-Vai 2001,,Soundtrack
2912,X-9 2001,,Soundtrack
2913,Gavioes 2001,,Soundtrack
2914,Nene 2001,,Soundtrack
2915,Rosas De Ouro 2001,,Soundtrack
2916,Mocidade Alegre 2001,,Soundtrack
2917,Camisa Verde 2001,,Soundtrack
2918,Leandro De Itaquera 2001,,Soundtrack
2919,Tucuruvi 2001,,Soundtrack
2920,Aguia De Ouro 2001,,Soundtrack
2921,Ipiranga 2001,,Soundtrack
2922,Morro Da Casa Verde 2001,,Soundtrack
2923,Perola Negra 2001,,Soundtrack
2924,Sao Lucas 2001,,Soundtrack
2925,Óia Eu Aqui De Novo,,Soundtrack
2926,Baião Da Penha,,Soundtrack
2927,Esperando Na Janela,Manuca/Raimundinho DoAcordion/Targino Godim,Soundtrack
